title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
location appartement  3 pièces - riviera golf 4,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,,2024-06-21 14:54:02,ben,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-golf-4-4697686,opportunité à ne pas rater   un magnifique appartement de 03 pièces bon standing au 2ème et 4ème étage #location à la riviera 4 m'badon dans un bel immeuble en bordure de voie.  composé comme suite:   02 chambres autonomes  01 salon lumineux  une cuisine style européenne  buanderie  split et chauffe eau installer  parking interne   loyer: 500mil   nb: visite sur rendez-vous ferme,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio - cocody riviera abatta,250000.0,"cocody, abidjan, côte d'ivoire",studio,1,1,2024-06-21 14:54:38,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-riviera-abatta-4697353,en location*   ☑️un  appartement de standing 2 pièces spacieuses à louer a la riviera route d'abatta. composé de: -01 chambre autonome avec placards -01 séjour spacieux avec balcon -01 cuisine moderne -01 toilette visiteur -parking -acces bitumé ☑️loyer:250m visite possible sur rendez vous```,ci.coinafrique.com,2024-06-21,90.0,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,1 pièce,401000008,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody riviera abatta,350000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-21 14:54:48,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-abatta-4697336,en location un nouvel  appartement de standing 3 pièces à louer a la riviera route d'abatta. composé de: -02 chambres autonomes spacieuses avec placards -01 séjour spacieux -01 cuisine moderne -01 toilette visiteur -parking -acces bitumé loyer:350m visite possible sur rendez vous,ci.coinafrique.com,2024-06-21,110.0,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 5 pièces - riviera golf beach,1200000.0,"cocody, abidjan, côte d'ivoire",appartement,5,,2024-06-21 14:54:56,ben,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-riviera-golf-beach-4697233,"riviera golf beach grand appartement haut standing de 5 pièces à cocody riviera golf beach, à proximité du nouveau siège d’orange et à 5mm du pont hkb. ⚠️depart/disponible fin mai ⚠️visite et réservation déjà possible  5mm max des écoles françaises et américaines  l' appartement est composé de : - 03 chambres (autonomes et placardées) - 01 grand salon/salle à manger - 01 cuisine placardée - 01 boyerie  - 04 douches+wc visiteur  - des balcons - une buanderie - de grand placards - bien staffé  - des staff luminaries  - des baies vitrées  - installation splits  - installation chauffe eau - un parking interne - des camera de surveill",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
location appartement 4 pièces - cocody,500000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:55:13,bah gbonhia guillaume,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-4707162,"nous vous  proposons un somptueux appartement de 4 pièces  nouvelle  construction jamais habitée avec ascenseur  splits,  chauffe-eau  portail motorisé  1 sejour spacieux & lumineux  1 salle  d'eau visiteurs  2 balcons  1 buanderie  1 cuisine semi-équipée  2 chambres autonomes dont la parentale  avec  douche  italienne  et dressing  1 chambre partage la salle  d'eau  visiteurs",ci.coinafrique.com,2024-06-21,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio - riviera 4,220000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 14:55:47,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-studio-riviera-4-4695453,location   #riviera 4 non loin de jacques prevert   appartement 02 pièces composé comme suite:  caractéristiques :  • 01 chambre  • ⁠1 séjours  • ⁠1 cuisine  • ⁠1 buanderie  • ⁠1 salle d’eau centré  commodités :    - parking   - concierge   - sécurité 7jours / 7   #loyer :220 mille,ci.coinafrique.com,2024-06-21,100.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio - zone 4,2000000.0,"marcory, abidjan, côte d'ivoire",studio,1,4,2024-06-21 14:56:14,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-studio-zone-4-4695494,zone4 appartement de standing avec toutes les commodités au 6 ème étage un parking interne  acenceur dans l'immeuble un grand balcon nb appatt bien lumineux des placards dans les chambres nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,1 pièce,401000008,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement - cote d'ivoire,800000.0,"marcory, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 14:56:23,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-cote-divoire-4694968,zone4 appatt de standing avec toutes les commodités acenceur parking interne chambres autonomes placards dans les chambres  c'est au 1 er étage  immeuble donnant sur une voie principale accès très facile appatt bien lumineux. nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-21,120.0,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement - cocody,700000.0,"marcory, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 14:56:31,henri nzo,https://ci.coinafrique.com/annonce/appartements/location-appartement-cocody-4699420,marcory résidentiel un appatt de standing avec toutes les commodités et très accessible des chambres autonomes un chauffe eau des placards dans les chambres un balcon un wc visiteur nb appatt très lumineux nb frais de visite 10000 frcs,ci.coinafrique.com,2024-06-21,115.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location studio - cocody,300000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 14:56:41,bah gbonhia guillaume,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-4699996,nous vous proposons un somptueux appartement de 2 pièces à louer à cocody riviera palmeraie residentiel  au 2e étage avec : - groupe électrogène  - tanks réserve d'eau  - le locataire ne paye pas de factures d'eau durant son bail - vidéo ????surveillance  g4s sécurité 24 h / 24.... 7j / 7 - splits  - chauffe-eau  - 1 sejour lumineux & spacieux  - 1 salle d'eau visiteurs  - 1 cuisine  - 1 buanderie  - 1 balcon  - 2 baies vitrées salon & chambre - 1 chambre autonome,ci.coinafrique.com,2024-06-21,95.0,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,1 pièce,401000008,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - plateau,1100000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 14:56:58,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-plateau-4696007,location appartement*    _loué avec les meubles_   _*uniquement long séjour : contrat 1 an min*_   au plateau immeuble harmonie non loin de la l'immeuble ccia   bel appartement de f3 (03 pièces) entièrement meublé situé au 1er étage avec ascenseur.  - 01 séjour + salle à manger  - 02 belle chmabres autonomes (2 sdb) - 01 cuisine équipée  - 01 toilette visiteur. - tv smart connecté netflix - 01 balcon au salon  - machine à laver  - ⁠internet wifi fibre optique  *commodités* - parking interne sous sol  - 01 groupe électrogène  - 01 ascenseur    - facile d’accès et sécurisé h24.  *loyer : 1.100.000f* hors charges   conditions : 2-2-1- imag,ci.coinafrique.com,2024-06-21,90.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera 4 m'badon,1200000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:57:06,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-4-mbadon-4696001,loue: cocody riviera 4 m'badon. un sublime appartement d'un excellent standing de 4 pièces: 3 chambres autonomes avec les splits installés avec dressing  1 salle à manger/salon lumineux 1 cuisine équipée des toilettes visiteurs 1 parking interne comme externe  1 piscine 1 ascenseur  1 chauffe eau 1 groupe électrogène 1 salle de sport  1 salle d'accueil  sécurité 24/24  pièces spacieuses. toutes commodités.  nb : louer sans les meubles. toutes les pièces sont équipées de climatiseurs.  prix du loyer: 1.200.000fcfa  conditions: 2.2.1,ci.coinafrique.com,2024-06-21,110.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody riviera 4 m'badon,920000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 14:57:14,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-4-mbadon-4695993,"riviera 4  appartement de standing (f3) disponible pour location dans un immeuble sécurisé avec ascenseur et groupe électrogène à cocody riviera 4 mbadon, secteur résidentiel.  chambres autonomes avec dressing dans la principale, séjour lumineux/salle à manger, cuisine moderne, buanderie, toilette visiteurs, balcons, splits, chauffe-eau, parking interne et externe, groupe électrogène...  passez le voir !  ps : visite uniquement sur rdv ferme ⚠️  loyers : 920.000 xof",ci.coinafrique.com,2024-06-21,90.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - cocody riviera golf berverly hills,1800000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:57:23,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-golf-berverly-hills-4695991,opportunité à ne pas rater   magnifique appartement de 04 pièces haut standing avec piscine commune en #location au sein d'une concession à #beverly_hills #riviera golf 4 et aussi à 5mn des écoles françaises et américaines.  composée comme suite:   -1sejour lumineux + salle à manger  -3 belles chambres  autonomes parfaitement aerees -1belle cuisine équipée  -1debaras ou boyerie parking interne  -jardin  piscine   -une salle de sport  -terrain  de basket et foot -groupe électrogène  -sécurité 24h/7  #loyer: 1.8 millions (charges comprises ),ci.coinafrique.com,2024-06-21,120.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
location appartement 4 pièces - rivièra faya,600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:57:41,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-faya-4695499,"riviera faya jules verne   en location au sein d’une résidence, de grand appartements bon standing type 4pièces  disponible à la rivera faya dans une cité bitumé pas loin de l’école jules verne.  départ/disponible fin avril /visite et réservation déjà possible   comprend : # piscine commune  # 3 grandes chambres (autonomes et placardées) {dont la principale avec baignoire) # 1 séjour lumineux avec une salle à manger # 1 grande cuisine placardée  # 1 balcon # splits  # 1 buanderie  # 1 chauffe eau # 1 wc visiteur  # 1 parking interne # sécurité 24h/24  nb: -acces facile  loyer: 600.000 fcfa  ref : imob kd",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
location appartement 3 pièces - riviera,700000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 14:57:49,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-4700879,"location ~ appartement* a la riviera golf les élias à proximité des écoles françaises et américaines, à 5min du pont hkb et à 20min du plateau   un bel appartement de f3 (3 pièces) au rez-de-chaussée   comprenant : • 02 chambres  • 02 salles de bains et toilettes  • 01 salons/séjour avec salle à manger  • 01 belle cuisine euros + buanderie  • 01 balcon donnant sur un jardin  • 01 parking externe privé et visiteur  *commodités :* • chauffe eau  • 03 splits installer  • grille de sécurité à la porte et au niveau de toutes les fenêtres   *immeuble sécurisé* n.b: plus d'images disponibles   *loyer mensuel : 700.000 fcfa  ref : imob koffi",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,2 et 3 pièces,401000002,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location studio - rivièra,220000.0,"cocody, abidjan, côte d'ivoire",studio,1,1,2024-06-21 14:57:58,dje franck,https://ci.coinafrique.com/annonce/appartements/location-studio-riviera-4695480,location   riviera 4 non loin de jacques prevert   appartement de type 02 pièces  disponible au  rez-de-chaussée d'un immeuble situé à cocody riviera golf 4 à quelques encablures du lycée français jacques prevert.   caractéristiques :  • 01 chambre  • ⁠1 séjours  • ⁠1 cuisine  • ⁠1 buanderie  • ⁠1 salle d’eau centré  commodités :    - parking   - concierge   - sécurité 7jours / 7   #loyer :220.000 fcfa  ref : imob baba,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,1 pièce,401000008,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location appartement 4 pièces- riviera,600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:58:06,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-4695464,"riviera faya jules verne   en location au sein d’une résidence, un grand appartement de très bon standing type 4 pièces  au 1er étage  à la rivera faya dans une cité bitumé pas loin de l’école jules verne.  départ/disponible fin avril /visite et réservation déjà possible   comprend : # piscine commune  # 3 grandes chambres (autonomes et placardées) {dont la principale avec baignoire) # 1 sejour lumineux avec une salle à manger # 1 grande cuisine placardée  # balcons # splits  # buanderie  # chauffe eau # 1 wc visiteur  # 1 parking interne # sécurité 24h/24  nb: -acces facile le bien est disponible au prix de : 600.000 fcfa... ref : imob kd",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
location appartement 4 pièces - cocody,700000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:58:17,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-4700846,"nous mettons en location un magnifique et somptueux appartement de type 4 pièces disponible au 1e étage d'un immeuble situé à cocody riviera 3 au sein de la citée hibiscus , le bien se présente comme suit :  # un grand séjour lumineux avec une salle à manger  # 3 chambres autonomes avec douche wc visiteur # une grande et belle cuisine moderne  # une buanderie  # un parking interne  # installation chauffe eau  # installations splits  # un jardin commun  # un site de jeu pour enfant commun  # bien lumineux  # accès facile  # sécurité 24h/24 le bien est disponible au prix de : 700.000 fcfa non négociable... ref : imob koffi",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,marcory,hibiscus,1,1,1,1,0,1,4 pièces et plus,401000002,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio - cocody riviera,230000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 14:58:42,dje franck,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-riviera-4695219,"nous mettons en location un magnifique et somptueux appartement de type 2 pièces disponible au rez-de-chaussée d'un immeuble situé à cocody riviera golf 4 au sein de la citée verdoyante , le bien se présente comme suit :  # un séjour lumineux  # une chambre autonome  # 2 salles d'eau  # une belle cuisine moderne  # accès facile  # sécurité 24h/24 le bien est disponible au prix de : 230.000 fcfa... ref : imob kb",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,1 pièce,401000008,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location studio -bonoumin,350000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 14:59:07,sas empire,https://ci.coinafrique.com/annonce/appartements/location-studio-bonoumin-4695003,location   #sis: riviera bonoumin 1 non loin de l'école andré malraux.   #chic_appart de 02pieces au 1er.  - 01 salon lumineux et salle à manger. - 01 chambre autonome. - 01 toilette visiteur. - 02 balcons. - 01 chic cuisine. - 01 parking.  #loyer: 350.000 fcfa.,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
location appartement 4 pièces - riviera m'badon,1100000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:59:24,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-mbadon-4695006,"loue: cocody riviera 4 m'badon.  un sublime appartement d'un excellent standing de 4 pieces: 3 chambres autonomes avec les splits installés avec dressing  une salle à manger/salon lumineux 1 cuisine équipée des toilettes visiteurs un parking interne comme externe  une piscine commune  un ascenseur  un chauffe eau un groupe électrogène en cas de coupure  une salle de sport  une salle d'accueil  sécurité 24/24  pieces spacieuses. toutes commodités.  nb : toutes les pièces sont équipées de climatiseurs.  louer sans les meubles   prix du loyer: 1,2 millions négociable  1 million fixe",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - angré 8ème tranche,650000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 14:59:32,seydou tessougue,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-angre-8eme-tranche-4693890,"angré_8 eme tranche   location   plusieurs appartements f4 dans un immeuble haut standing  ascenseur, parking , et sécurisé h24,  composé de :  • 01 séjour spacieux et lumineux avec des baies vitrées, • ⁠03 chambres autonomes, • ⁠01 cuisine équipée, • ⁠01 grand balcon • ⁠des toilettes visiteurs, • ⁠01 buanderie, • ⁠01 piscine commune, • ⁠01 parking.  #loyer: 650 et 670 mille",ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location  studio - cocody angré,180000.0,"cocody, abidjan, côte d'ivoire",studio,1,1,2024-06-21 14:59:50,dje franck,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-angre-4698719,"nous mettons en location un magnifique et somptueux appartement de type 2 pièces disponible au 4e étage d'un immeuble situé à cocody angré zone nouveau chu avec un accès très facile,  le bien se présente comme suit :  # un grand séjour lumineux avec une salle à manger  # une grande chambre placardée  # une belle cuisine moderne placardée  # une buanderie  # un grand balcon  # installation chauffe eau  # une seule douche centrée  # accessible  # sécurité 24h/24 le bien est disponible au prix de : 180.000 fcfa... ref : imob mea",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - angré chu,550000.0,"abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:00:36,homan kobenan,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-angre-chu-4693400,"angré chu   appartement de standing 4 pièces à louer à angré chu dans une zone facilement accessible et entièrement bitumée. disponible avec : - split, - chauffe-eau, - balcons, - baies vitrées,  - buanderie, - parking interne, - chambres spacieuses...  loyer 550.000 + 25.000 de charge, visite à tout moment sur rdv avec les honoraires 5000frcs.",ci.coinafrique.com,2024-06-21,200.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces -angré 7eme tranche,500000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-21 15:00:44,maxime shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-angre-7eme-tranche-4694671,location  cocody 7e tranche   appartement 4 pièces au 10e étage (ascenseur) comportant :  01 séjour / salle à manger 01cuisine 01 toilettes 03 chambres autonomes 01 place de parking (sous sol)   loyer : 500 000 f cfa/ mois,ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 5 pièces - cocody riviera,400000.0,"cocody, abidjan, côte d'ivoire",appartement,5,4,2024-06-21 15:01:03,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-cocody-riviera-4696530,"nous mettons en location un magnifique et somptueux appartement de type 5 pièces situé à cocody riviera palmeraie au 1er étage d'un immeuble,  le bien se présente comme suit :  # un grand séjour lumineux avec une salle à manger  # 3 chambres autonomes avec douche wc visiteur  # 4 salles d'eau au total  # une belle cuisine moderne  # une buanderie  # un balcon  # un parking interne  # accès facile  # sécurité 24h/24 le bien est disponible au prix de : 400.000 fcfa... ref : imob drigo château",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody riviera,300000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-21 15:01:14,dje franck,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-4696515,"nous mettons en location un magnifique et somptueux appartement de type 3 pièces disponible au 4e étage d'un immeuble situé à cocody riviera palmeraie,  le bien se présente comme suit :   # un grand séjour lumineux avec une salle à manger  # 2 chambres autonomes avec douche wc visiteur  # une belle cuisine moderne  # une buanderie  # un balcon  # baies vitrées  # accessible  # un parking interne  le bien est disponible au prix de : 300.000 fcfa... ref : imob drigo château",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
location studio - cocody riviera,200000.0,"cocody, abidjan, côte d'ivoire",studio,1,2,2024-06-21 15:01:22,dje franck,https://ci.coinafrique.com/annonce/appartements/location-studio-cocody-riviera-4696484,"nous mettons en location un magnifique et somptueux appartement de très bon standing de type 2 pièces disponible au 4e étage d'un immeuble situé à cocody riviera palmeraie,  le bien se présente comme suit :  # une  belle chambre  # un séjour lumineux  # une belle cuisine  # un balcon  # 1 wc visiteur  # 2 salles d'eau au total  le bien est disponible au prix de : 200.000 fcfa... ref : imob drigo château",ci.coinafrique.com,2024-06-21,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,1 pièce,401000008,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
