title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
duplex de 7 pieces,1500000.0,"port bouet, abidjan, anani",duplex,7,2,2024-07-04 09:20:11,ikimmobiliercotedivoire,https://batirici-immobilier.com/properties/duplex-de-7-pieces/,"maison vue sur la mer a louer avec les meubles villa duplex 7 pièces • 2 chambres (lits king) • 2 chambres (lits queen) • vu sur la mer • 1 salon • 2 dépendances • garage 2 voitures • climatisation • eau chaude • jardin • terrasse equipements • machine à café • lave-linge • réfrigérateur • four micro onde • ustensiles de cuisine • cuisine extérieur africaine technologie & securite • fibre internet • gardien sur place emplacement ancienne route de bassam, anani 15 mins de l’aeroport fhb loyer: 1,500,000 fcfa négociable conditions: 2 mois de caution 2 mois d’avance et 1 mois frais d’agence mpak809 : 2734770473 2734770492 : 0779642534 0143228281 watssap email ikimmobilier2017@gmail.com site internet ikimmob.com",batirici-immobilier.com,2024-07-04,350.0,abidjan,abidjan,abidjan,port-bouët,port,1,1,1,1,0,0,4 pièces et plus,401000006,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
villa 7 pieces,5000000.0,"cocody  riviera golf, abidjan, riviera golf",duplex,7,3,2024-07-04 09:20:25,ikimmobiliercotedivoire,https://batirici-immobilier.com/properties/villa-7-pieces/,"riviera golf 4 duplex de standing (7 pièces) super spacieux en location à cocody riviera golf 4 dans un secteur hautement sécurisé et très résidentiel. jardin, piscine, grand garage, cuisine spacieuse et équipée, chambres autonomes, séjour lumineux et spacieux… loyer : 5.000.000 f cfa jo1818 : 2734770473 2734770492 : 0779641534 0143228281 watssap email ikimmobilier2017@gmail.com site internet ikimmob.com",batirici-immobilier.com,2024-07-04,350.0,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,4 pièces et plus,401000006,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
villa 5 pieces riviera,800000.0,"cocody riviera 3, abidjan, cite selmer",duplex,5,2,2024-07-04 09:21:33,ikimmobiliercotedivoire,https://batirici-immobilier.com/properties/villa-5-pieces-riviera/,cocody riviera 3. cité selmer. une villa duplex de 5 pieces: 1 sejour/salle a manger. 4 chambres. une cour avant et arriere. une terrasses. un garages une place. pieces spacieuses. toutes commodités. prix du loyer: 800.000fcfa conditions: .2.2.1 frais de visite: 5.000fcfa el2044 : 2734770473 2734770492 : 0779641534 0143228281 watsap email ikimmobilier2017@gmail.com site internet ikimmob.com,batirici-immobilier.com,2024-07-04,150.0,abidjan,abidjan,abidjan,yopougon,selmer,1,1,1,1,0,0,4 pièces et plus,401000006,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
appartement de 5pieces à louer à marcory zone 4,3500000.0,"marcory zone4, abidjan, marcory",appartement,5,6,2024-07-04 09:27:39,,https://batirici-immobilier.com/properties/appartement-de-5pieces-a-louer-a-marcory-zone-4/,"nous vous proposons un très appartement à louer à marcory zone 4. l’appartement est composée de : une très très grande chambre et les autres également , 2 grands salons + salle à manger. toutes les chambres et douches sont climatisées,rien n’a dit sur l’appartement.",batirici-immobilier.com,2024-07-04,325.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a louer villa duplex 4 pieces a cocody faya cité symphonia,900000.0,,duplex,4,,2024-07-04 09:35:24,yapgi-immobilier,https://www.yapgi-immobilier.com/locat337.html,"quartier abatta, non loin de l'école jules verne, dans une cité sécurisée et bien entretenu, belle villa duplex avec garage, cuisine africaine, dépendance, petit jardin, une chambre visiteur au rez de chaussée avec salle d'eau et à l'étage 2 chambres enfants qui se partagent la même salle d'eau et une chambre principale avec dressing et salle de bain.   nb: piscine et salle de sport communelocat337    grand sejour   3 chambres   cuisine    jardin piscine commune  garage",www.yapgi-immobilier.com,2024-07-04,,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,4 pièces et plus,401000006,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
bel appartement 4 pièces à louer à angré cité cnps(location),550000.0,cocody angré cité cnps,appartement,4,3,2024-07-04 09:46:55,yoro         cyrille,https://annonces.abidjan.net/immobiliers/12954/details/bel-appartement-4-pieces-a-louer-a-angre-cite-cnps,nous mettons en location un bel appartement 4 pièces à cocody angre 8e tranche dans la cité cnps au rez-de-chaussée avec pour commodités:- 3 belles chambres- 1 wc visiteur- 1 grande cuisine- 1 belle terrasse- 1 piscine commune- plusieurs airs de jeuxloyer 550000/mois0707565354/0101162782,annonces.abidjan.net,2024-07-04,200.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pieces(location),230000.0,riviera faya abidjan riviera faya playce,appartement,3,,2024-07-04 09:51:21,bohe,https://annonces.abidjan.net/immobiliers/12700/details/appartement-de-3-pieces,en location du côté de faya playce joli appartement de 3 pièces 3 salles d'eau au premier étage venez vite   nouvelle construction un grand balcon   et un grand salon 230 000 visite possible avec les frais  sur rendez-vous  cel : 58336338/45887717/72946017,annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
duplex de 4 pieces(location),350000.0,abobo abidjan feh kessé cité promogim,duplex,4,,2024-07-04 09:51:25,bohe,https://annonces.abidjan.net/immobiliers/12699/details/duplex-de-4-pieces,"en location du côté de (fhé kessé, cité promogim, cité bitumée sécurisée) une belle villa duplex de 4 pièces nouvelle construction, se présentant comme suit : facilité d'accès  un garage deux 3 véhicules un grand salon  3 grandes chambres avec placard, dont 3 autonomes. une salle d'eau centrée loyer :350. 000 x 5 (2-2-1) frais de visite : 5000 cel : 58336338/45887717/72946017",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,abobo,,1,1,1,1,0,0,4 pièces et plus,401000006,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
appartement a louer(location),1300000.0,koumassi abidjan/ bietry,appartement,4,,2024-07-04 09:52:55,staabatimmobilier,https://annonces.abidjan.net/immobiliers/12646/details/appartement-a-louer,"appartement de 4 pièces équipé de splits, situé au 5ème étage d'un immeuble de standing (avec ascenseur et piscine) sur le boulevard de marseille à proximité du collège notre-dame d'afrique, composé de 3 chambres avec rangements dont 2 autonomes (avec leurs salles d'eau), d'un double-séjour, d'une cuisine semi équipée, d'un balcon (avec vue sur piscine)",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,koumassi,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
plusieurs beau appartement de 3 pieces(location),235000.0,abidjan cocody abbata appartements,appartement,3,,2024-07-04 09:53:33,memel,https://annonces.abidjan.net/immobiliers/12633/details/plusieurs-beau-appartement-de-3-pieces,"ekam immobiliertres belle immeuble neuf  cite marina  route de bingerville  3 pieces 235 000 fcfa  studio  105 000 fcfa + 225 08 42 47 14 / 01 21 71 21 3mn de la voie principale aere, eclaire,spacieux,  acces facile securite garantie bon voisinage",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement 3 pieces a louer(location),200000.0,06881032 appartements,appartement,3,,2024-07-04 09:54:58,kokora,https://annonces.abidjan.net/immobiliers/12593/details/appartement-3-pieces-a-louer,appartement 03 pièces a louer localisation........................ nouveau goudron route abatta  commodités: -un grand salon -une salle a manger -un balcon -une cuisine -02 douches -une cour avant et arrière au rez de chausse modalité : 05 mois loyer 3 pièces : 200.000 ✓contacts  +225 06 88 10 32 ( service commercial),annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
appartement de 03 pieces  en location(location),2200000.0,06881032 appartements,appartement,3,,2024-07-04 09:57:25,gbebe,https://annonces.abidjan.net/immobiliers/12511/details/appartement-de-03-pieces-en-location,appartement neuf à louer cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour   2 chambres salon (3 pieces) grand salon avec balcon 3 douches  balcon dans chaque chambre  cuisine avec buanderie  baie vitrée salon sortie des balcons en vitre porte des douches en vitre  chauffe eau inter-phone  service de gardiennage 24h/24parking interne et externe,annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement a loouer de 04 pieces(location),280000.0,06881032 appartements,appartement,4,,2024-07-04 09:58:14,gbebe,https://annonces.abidjan.net/immobiliers/12500/details/appartement-a-loouer-de-04-pieces,appartement neuf à louer cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour 2 chambres salon (3 pieces)grand salon avec balcon3 douches  balcon dans chaque chambre cuisine avec buanderie baie vitrée salonsortie des balcons en vitreporte des douches en vitre  chauffe eauinter-phoneservice de gardienage 24h/24parking interne et externe,annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement de 03 piece en location(location),280000.0,06881032 appartements,appartement,3,,2024-07-04 09:58:40,gbebe,https://annonces.abidjan.net/immobiliers/12492/details/appartement-de-03-piece-en-location,https://www.facebook.com/centuryonegroupcisarl/ appartement neuf à louer  cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour  2 chambres salon (3 pieces) grand salon avec balcon 3 douches  balcon dans chaque chambre  cuisine avec buanderie  baie vitrée salon sortie des balcons en vitre porte des douches en vitre  chauffe eau inter-phone service de gardienage 24h/24 parking interne et externe  livraison : fin août   loyer : 280 000 fcfa contact : +225 08933371 / +225 05658180  centuryonegroup@gmail.com https://www.facebook.com/centuryonegroupcisarl/,annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement de 03 pieces a louer(location),200000.0,06881032 appartements,appartement,3,,2024-07-04 09:58:44,gbebe,https://annonces.abidjan.net/immobiliers/12489/details/appartement-de-03-pieces-a-louer,"century one group ci- sarl construction : immobilier et belle nature 16 janvier, 15:46 ·           appartement 03 pièces a louer n.b: nouvelle construction localisation........................ nouveau goudron route abatta  commodités: -un grand salon -une salle a manger -un balcon -une cuisine -02 douches -une cour avant et arrière au rez de chausse modalité : 05 mois",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio americain a louer au 2 plateau(location),125000.0,cocody cocody 2 plateaux sococé,studio,1,,2024-07-04 10:08:10,ivilex immo,https://annonces.abidjan.net/immobiliers/12169/details/studio-americain-a-louer-au-2-plateau,"studio américain à louer au 2 plateaux non loin de sococé dans un immeuble sécurisé. loyer : 125 000 fcfa conditions : 5 mois ( 3 mois de caution, 2 mois d'avance) et frais d'agence 70 000 fcfa visite possible sur rdv ferme droit de visite : 5000 fcfa contacts : 77 29 61 55 / 58 87 18 70",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio a sanon(location),70000.0,cocody 2 plateaux sanon,studio,1,,2024-07-04 10:09:41,lc,https://annonces.abidjan.net/immobiliers/12106/details/studio-a-sanon,"a louer a sanon, appartement non meublé.cet appartement est non loin de opera- 1 entrée (6,61m²)- 1 salon - 1 cuisine - 1 chambre- 1 salle d'eau - 1 couloir - 1 garage- 1 gardienconditions de location : 3 mois de caution et 3 mois de loyer d’avance.",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grand appartement de 3 pièces de très bon standing à yopougon maroc(location),120000.0,yopougon maroc appartements,appartement,3,,2024-07-04 10:10:11,constant,https://annonces.abidjan.net/immobiliers/12084/details/grand-appartement-de-3-pieces-de-tres-bon-standing-a-yopougon-maroc,"très grand appartement situé à yop maroc presque en bordure de voie avec grand salon, 2 chambres spacieuses et autonomes, 3 salles de bain, cuisine grande 2 balcons au 2ème étage.prix: 120 000 f cfa; conditions: 3 mois caution 2 mois avance et 1 mois agence",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,yopougon,maroc,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),180000.0,cocody riviera faya,appartement,3,,2024-07-04 10:10:20,constant,https://annonces.abidjan.net/immobiliers/12080/details/appartement-de-3-pieces,très beau appartement de 3 pièces à louer dans un nouveau immeuble à faya génie 2000 carrefour nouveau camp doté de- d'un grand balcon avant avec wc visiteur- 2 chambres autonomes-1 salon-1 cuisine  loyer 180.000 conditions 6 mois  visite gratuite sur rdv,annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio(location),100000.0,cocody à angré,studio,1,,2024-07-04 10:18:47,okehi,https://annonces.abidjan.net/immobiliers/11868/details/studio,"location d,un nouveau studio à louer à angré chateau le cadre paisible et agréable  les conditions: 2 mois de cautions, 1 mois d,avance et 1 mois d,agence. 100000 frcs/mois l,immeuble est bien sécurisé. cel:48918058 ou 55684833 nb:les agents immobiliers doivent s,abstenir",annonces.abidjan.net,2024-07-04,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
