title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
location appartement abidjan riviera 4 residentielle - résidence chocolat,2000000.0,abidjan - riviera 4 residentielle,appartement,3,1,2024-06-20 14:52:30,aici,https://aici.ci/fr/immobiliers/location-appartement-abidjan-riviera-4-residentielle-residence-chocolat,"location appartement abidjan riviera 4 residentielle - résidence chocolat   appartement 3 pièce(s)   magnifique appartement de 3 pièces, équipé au rez de jardin , avec une grande terrasse aménagée , salle de sport dans la résidence , groupe électrogène , bâche à eau , cave et 2 places de parking     les + du bien  air conditionné, double vitrage, fenêtres coulissantes, groupe électrogène, internet, volets roulants électriques, éclairage extérieur, alarme incendie, fibre optique, alarme, digicode, gardien, interphone, portail électrique, porte blindée, vidéo surveillance, cuisinière, four, four à micro-ondes, lave-linge, lave-vaisselle, réfrigérateur, sèche-linge      services à proximité aéroport, cinéma, commerces, crèche, école primaire, école secondaire, , golf, hôpital/clinique, médecin, salle de sport, supermarché, tennis, université",aici.ci,2024-06-20,,abidjan,abidjan,abidjan,cocody,golf,1,1,1,1,0,1,2 et 3 pièces,401000002,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
location appartement 4 pièces - marcory zone 4,3500000.0,"marcory, abidjan, côte d'ivoire",appartement,4,3,2024-06-05 08:51:19,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-marcory-zone-4-4765377,en location*   ☑️un  appartement meublé de haut standing 4 pièces à louer a marcory zone 4. composé de : -03 chambre autonomes avec placard -01 séjour spacieux -01 salle à mangé -01 cuisine équipée -01 toilette visiteur -parking -résidence sécurisée -salle de sport -acces bitumé -splits installés -chauffe eau installé ☑️nuitée:250m ☑️loyer mensuel:3.5m visite possible sur rendez vous```,ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody riviera m'badon,450000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-05 08:51:53,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-riviera-mbadon-4777568,en location un  appartement de standing 3 pièces à louer a la riviera m'badon. composé de : -02 chambre autonome avec placard -01 séjour spacieux -01 cuisine moderne -01 toilette visiteur -parking -résidence sécurisée -acces bitumé -chauffe eau installé loyer:550k/450k visite possible sur rendez vous,ci.coinafrique.com,2024-06-05,120.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement haut standing 4 pièces - cocody riviera palmeraie,800000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-05 08:52:08,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-haut-standing-4-pieces-cocody-riviera-palmeraie-4752958,en location un  appartement de haut standing 4pièces à louer a la riviera palmeraie. composé de : -03 chambre autonome avec placard -01 séjour spacieux -01 cuisine moderne  -01 toilette visiteur -parking interne -résidence sécurisée -acces bitumé -chauffe eau/splits installés -ascenseur disponible -piscine commune ☑️loyer:800k/900k visite possible sur rendez vous```,ci.coinafrique.com,2024-06-05,130.0,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - cocody 2 plateaux 9ème tranche cgk,600000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-05 08:52:24,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-2-plateaux-9eme-tranche-cgk-4768972,en location  ☑️```un appartement de standing 4pièces spacieuses à louer a cocody 2 plateaux 9ème tranche non loin de cgk. composé de: -3 chambres autonomes avec placards -1 séjour spacieux avec grande terrasse -1 cuisine moderne - chauffe eau/splits installés -01 buanderie - ascenseur  - parking interne/externe - résidence sécurisé - acces bitumé - toilette visiteur ☑️loyer:600k visite possible sur rendez-vous```,ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - cocody riviera golf,1300000.0,"cocody, abidjan, côte d'ivoire",appartement,4,3,2024-06-05 08:52:40,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-riviera-golf-4739970,en location*   ☑️un  appartement de 4 pièces haut standing à louer a la riviera golf a proximité de l'ambassade de usa. composé de : -03 chambre autonome avec placard -01 séjour spacieux avec balcon -01 cuisine moderne -01 toilette visiteur -01 piscine commune -01 groupe électrogène -parking interne/externe -résidence sécurisée -acces bitumé -splits installés -chauffe eau installé ☑️loyer:1.5m négociable visite possible sur rendez vous```,ci.coinafrique.com,2024-06-05,130.0,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
location appartement t4 - angré 8éme tranche,1000000.0,"angré, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 08:53:11,sas empire,https://ci.coinafrique.com/annonce/appartements/location-appartement-t4-angre-8eme-tranche-4777343,"angré 8ème tranche location d'un grand appartement sous forme de penthouse (t4) avec ascenseur privé à cocody angré 8ème tranche dans une zone calme et sécurisée. 3 grandes chambres, un grand salon, de grandes baies vitrées, deux terrasses, balcon, baignoire, climatisation, magnifique cuisine moderne, buanderie, chauffe-eau, grande salle d'eau visiteurs, parking interne... ps : visite possible uniquement sur rdv ferme ⚠️ avec les frais  loyer : 1.000.000 xof frais de visite. 5000",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,marcory,zone 3,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody 2 plateaux vallon,550000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-05 08:53:41,immobilier d'ici,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-2-plateaux-vallon-4770395,en location*   ☑️```un  appartement de standing 3 pièces spacieux à louer a cocody 2 plateaux les vallons. composé de : -2 chambres autonomes avec placards -1 séjour avec balcon -1cuisine moderne -1toilette visiteur -ascenseur disponible -parking interne/externe -résidence sécurisée ☑️loyer:550.000f visite possible sur rendez vous```,ci.coinafrique.com,2024-06-05,110.0,abidjan,abidjan,abidjan,cocody,vallon,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - angré nouveau chu,200000.0,"angré, abidjan, côte d'ivoire",appartement,3,2,2024-06-05 08:54:09,ali kourouma,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-angre-nouveau-chu-4773201,appartement de 3 pièces en location à angré nouveau chu non loin pharmacie val d'oise bien situé au 3ème étage. 2 ch salon placards cuisine 2 dch wc balcon. nb: travaux très avancés nouvel appartement.,ci.coinafrique.com,2024-06-05,220.0,abidjan,abidjan,abidjan,,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 03 pièces - marcory bietry,1000000.0,"marcory, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 08:55:29,marius gbe,https://ci.coinafrique.com/annonce/appartements/location-appartement-03-pieces-marcory-bietry-4642933,"marcory_zone4 rue du canal. location,  _d'un appartement f3 dans un immeuble haut standing avec ascenseur, groupe électrogène, réserve d'eau et parking interne sécurisé h24._  composé de : - 01 séjour spacieux avec des baies vitrées coulissantes, - 01 balcon, - 01 cuisine équipée, - 01 buanderie, - des toilettes visiteurs, - 02 chambres autonomes.  loyer : 1 000 000 f",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 04 pièces - zone 4,1700000.0,"marcory, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 08:55:43,marius gbe,https://ci.coinafrique.com/annonce/appartements/location-appartement-04-pieces-zone-4-4619845,"à louer en zone 4 appartements de 4 pièces neufs idéalement situés avec de nombreux commerces à proximité, disposant de:   - 3 chambres autonomes  - 1 salon salle manger  - 1 cuisine - 1 terrasse balcon  - 1 wc visiteur  - 1 salle de sport - 1 salle de jeux pour enfants  - 1 place de parking interne   loyer: à partir de 1,7 millions/ mois et un autre de 1,8 millions le mois",ci.coinafrique.com,2024-06-05,185.0,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 3 pièces - cocody 2 plateaux 9éme tranche,500000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-05 08:55:58,yapgi,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-2-plateaux-9eme-tranche-4606409,"2 plateaux 9 eme tranche, quartier cnps non loin de l'immeuble cgk. appartement de 3 pièces compose d'une entrée, un wc visiteur, une cuisine avec buanderie, un séjour avec terrasse, une chambre avec salle d'eau dans le couloir et une chambre principale avec salle d'eau .",ci.coinafrique.com,2024-06-05,80.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces - le plateau,1000000.0,"le plateau, abidjan, côte d'ivoire",appartement,4,2,2024-06-05 08:56:12,yapgi,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-le-plateau-4591781,"plateau centre, en face de la bceao, cité esculape, nous louons un appartement de 4 pièces au 8 ème étage avec ascenceur. il est composé d'une entrée , une cuisine avec buanderie, une chambre principale avec salle d'eau, un séjour lumineux avec terrasse, un wc visiteur, 2 chambres avec placard et une sale d'eau.",ci.coinafrique.com,2024-06-05,130.0,abidjan,abidjan,abidjan,le plateau,plateau centre,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
location appartement 4 pièces - cocody 2 plateaux vallons,1900000.0,"cocody, abidjan, côte d'ivoire",appartement,4,5,2024-06-05 08:56:36,general immobilier & construct,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-2-plateaux-vallons-4096023,"deux plateaux - vallon  location deux appartements de 4 pièces de haut standing avec piscine, parking interne. composé de : - 01 séjour très spacieux avec des baies vitrées offrant une vue agréable sur la piscine. - 03 chambres spacieuses et lumineuses autonomes  - 01 cuisine entièrement équipée  - 01 buanderie avec deux (02) machines dont une à laver et à sécher. - 01 salle à manger  - des toilettes visiteurs  - 01 terrasse.  commodités : - 28 caméras de surveillance  - sécurité 24h/24 - une piscine  olympique  *loyer mensuel : 1 800 000 et 2 000 000 y compris l’eau et le gaz butane au rez-de-chaussée *",ci.coinafrique.com,2024-06-05,230.0,abidjan,abidjan,abidjan,cocody,deux plateaux,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody angré,600000.0,"angré, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 08:59:22,sas empire,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-angre-4767504,des appartements de 3 pcs haut standing à cocody angre nouveau chu non loin de la pharmacie sainte clémentine. nouvelle construction. dans un bâtiment choco et très sécurisé. avec une architecture moderne et imposante.   - une cuisine semie équipée  - 4 vigile h24 - chauffe  - buanderie  - 3 balcons  - splits déjà installés  - une grande chambre parent  - interphone  - camara de surveillance  - 2 baie vitrée  - accès très facile  loyer: 600 000 / 700 000 conditions : 5mois  frais de visite : 5000f,ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
location appartement 3 pièces - cocody danga,2000000.0,"cocody, abidjan, côte d'ivoire",appartement,3,3,2024-06-05 08:59:52,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-danga-4742115,seulement du haut standing   appartement haut 3 pièces à louer  cocody / danga  nous mettons à disposition pour la location  2 appartements 3 pièces haut standing  ré de chaussée et 2e étage  chambres autonomes  salles d'eau visiteur  cuisine moderne  splits et chauffe eau installer  piscine  parking  service de sécurité  loyer 2 millions,ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,danga,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 4 pièces avec piscine - riviera attoban,1000000.0,"cocody, abidjan, côte d'ivoire",appartement,4,4,2024-06-05 09:00:29,diarrassouba vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-avec-piscine-riviera-attoban-4778044,"location  riviera attoban  au sein d’une concession un appartement haut standing type 4 pièces disponible a la riviera attoban, dans la citee bad. comprend : composé de: 01cuisine équipée  01salon climatisé  03chambre autonome  01parking  01piscine commune  loyer: -1millions (non meublé)",ci.coinafrique.com,2024-06-05,150.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
location appartement 3 pièces - cocody lycée technique,850000.0,"cocody, abidjan, côte d'ivoire",appartement,3,2,2024-06-05 09:00:45,gedeon chrison,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-lycee-technique-4778046,"appartement de 3 pièces en location au 1er étage à cocody lycee technique dans une résidence avec piscine. l’appartement est composée de 2 chambres, un séjour , une cuisine , des toilettes visiteurs, une buanderie. dans une résidence avec piscine , ascenseur, parking interne, sécurité 24/24. loyer : 850.000 disponible fin juin",ci.coinafrique.com,2024-06-05,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
